objectid,street_num,street_name,longitude,latitude,meter_type
198718,31,MAIN ST,-122.39581549879999,37.7926490986,MS
198743,218,EMBARCADERO SOUTH,-122.39104159709998,37.791670802,SS
198750,210,EMBARCADERO SOUTH,-122.391124997,37.7919001979,SS
198770,214,BUSH ST,-122.4014001348,37.7911474351,SS
198784,227,MISSION ST,-122.39537369989999,37.7913861022,MS
198828,311,KEARNY ST,-122.4042053984,37.7911846013,MS
198872,343,PINE ST,-122.4023663976,37.7918714982,SS
198904,160,STEUART ST,-122.3923974984,37.7924973023,SS
199055,130,FOLSOM ST,-122.3916981013,37.7896163025,SS
199117,733,JACKSON ST,-122.4076967013,37.7958518014,SS
199133,76,GREEN ST,-122.4006233976,37.8006205008,SS
199150,721,EMBARCADERO NORTH,-122.4002047998,37.80182129790001,SS
199160,1204,SANSOME ST,-122.4027518146,37.80145260480001,SS
199202,132,FREMONT ST,-122.3958601017,37.789695802,SS
199229,49,01ST ST,-122.3977332001,37.7900043008,SS
199265,157,BEALE ST,-122.39439590059999,37.7901443009,SS
199276,43,FREMONT ST,-122.3972196017,37.7909850002,SS
199289,115,MONTGOMERY ST,-122.40234429729999,37.7904629976,SS
199292,17,MONTGOMERY ST,-122.40216219770001,37.7895711017,SS
199319,842,EMBARCADERO NORTH,-122.4010526014,37.8033457984,SS
199351,102,FOLSOM ST,-122.391143901,37.790053999899996,SS
199365,1029,BATTERY ST,-122.401657518,37.801199706000006,SS
199369,321,SPEAR ST,-122.3902505019,37.7896029026,-
199447,82,GREEN ST,-122.4008293019,37.8005943996,SS
199477,132,SUTTER ST,-122.4033569989,37.7899433979,SS
199508,1027,KEARNY ST,-122.40554869889999,37.7978308023,SS
199656,934,BATTERY ST,-122.4013239012,37.800333001599995,MS
199659,934,BATTERY ST,-122.401316201,37.8002946013,MS
199689,807,EMBARCADERO NORTH,-122.40087579909999,37.8025813018,SS
199722,103,FOLSOM ST,-122.3910354,37.7898974986,SS
199736,1028,BATTERY ST,-122.4014575783,37.8010036248,SS
199767,1201,MASON ST,-122.41145351200001,37.7946470198,MS
199783,833,EMBARCADERO NORTH,-122.4012286996,37.802977301999995,SS
199791,1201,GRANT AVE,-122.4071962011,37.7984657985,SS
199792,640,JACKSON ST,-122.40642250120001,37.7960946978,SS
199808,934,BATTERY ST,-122.4013301988,37.8003640984,MS
199871,1019,GRANT AVE,-122.40682690000001,37.7966880974,SS
199969,307,HOWARD ST,-122.3944375198,37.7896641062,SS
199975,1027,BATTERY ST,-122.40164620870001,37.8011439113,SS
200022,113,COLUMBUS AVE,-122.404722098,37.7964072981,SS
200045,828,STOCKTON ST,-122.40781319860001,37.7939702989,SS
200076,79,BROADWAY,-122.3996374008,37.7986774974,SS
200092,409,JACKSON ST,-122.40228540049999,37.796528601,MS
200100,419,JACKSON ST,-122.40263470229999,37.7964850989,MS
200105,415,JACKSON ST,-122.4024853983,37.7965045002,MS
200137,824,SANSOME ST,-122.4021071007,37.7982154981,SS
200205,416,BROADWAY,-122.4044514016,37.7982268025,SS
200216,913,MONTGOMERY ST,-122.40382289860001,37.7977399983,SS
200322,1002,FRONT ST,-122.4002021008,37.80079110050001,-
200342,807,SANSOME ST,-122.40216699770001,37.7977331978,SS
200368,430,BROADWAY,-122.4048283973,37.7981790983,SS
200379,223,VALLEJO ST,-122.4020544008,37.7993656014,SS
200423,931,WASHINGTON ST,-122.409209998,37.7947594997,-
200495,597,EMBARCADERO NORTH,-122.39913420159999,37.80062350160001,SS
200513,21,WALTER U LUM PL,-122.40582379860001,37.7948209,SS
200520,429,BROADWAY,-122.404784599,37.7980244019,SS
200530,407,JACKSON ST,-122.40221499809999,37.7965373014,MS
200572,711,COMMERCIAL ST,-122.40519260209999,37.7939217006,SS
200583,506,PACIFIC AVE,-122.4040479024,37.7972931982,SS
200597,804,WASHINGTON ST,-122.4067327992,37.795151297800004,SS
200605,19,GREEN ST,-122.39956309799999,37.800631000600006,SS
200627,621,BATTERY ST,-122.4008996987,37.7974451006,MS
200652,84,VALLEJO ST,-122.3998694007,37.7997715984,SS
200675,824,CLAY ST,-122.4070657005,37.7942065009,SS
200688,927,SANSOME ST,-122.402469145,37.7992430825,SS
200859,525,JACKSON ST,-122.4047919025,37.796214301999996,SS
200898,307,PACIFIC AVE,-122.4012359024,37.7975618997,SS
200913,827,MONTGOMERY ST,-122.4036887993,37.7970876013,SS
200923,805,BATTERY ST,-122.4011815988,37.7988341999,SS
200968,825,KEARNY ST,-122.4052053985,37.796105800999996,SS
200978,503,PACIFIC AVE,-122.40385790139999,37.797235597800004,MS
201140,613,BATTERY ST,-122.40083749940001,37.7971337018,SS
201189,750,HARRISON ST,-122.39883159819999,37.7815347006,SS
201202,832,HOWARD ST,-122.40359669899999,37.7826653019,MS
201228,449,WASHINGTON ST,-122.40144442180001,37.795674798,MS
201237,712,MONTGOMERY ST,-122.40334495100001,37.7959458058,MS
201259,523,CLAY ST,-122.40222169799999,37.794690902199996,-
201263,661,HARRISON ST,-122.3968180974,37.7828658027,SS
201297,304,BRANNAN ST,-122.3923568015,37.7817447008,SS
201305,617,MONTGOMERY ST,-122.40331109959999,37.7951812995,SS
201319,487,BRYANT ST,-122.3955087994,37.7814495013,SS
201340,763,FOLSOM ST,-122.4005875007,37.7823538975,SS
201378,518,CLAY ST,-122.4022027662,37.7948532043,SS
201424,637,SACRAMENTO ST,-122.4043713992,37.793555299699996,SS
201450,216,04TH ST,-122.40225030270001,37.7827726015,-
201458,420,BRYANT ST,-122.3942911995,37.7826721975,SS
201539,663,HARRISON ST,-122.3968723004,37.782823099699996,SS
201560,764,HARRISON ST,-122.3992891998,37.7811745972,SS
201604,818,HOWARD ST,-122.40336739799999,37.782853201900004,MS
201609,675,HARRISON ST,-122.39703419959999,37.7826957003,MS
201610,162,05TH ST,-122.4054317993,37.781775300300005,MS
201624,636,COMMERCIAL ST,-122.40433299889999,37.7940925014,SS
201729,407,BRYANT ST,-122.3937613027,37.7828339815,SS
201753,444,BRYANT ST,-122.39474162020001,37.7823153789,SS
201796,283,BRANNAN ST,-122.3914808982,37.7821902995,SS
201813,756,HARRISON ST,-122.3989971017,37.7814045017,SS
201904,619,SACRAMENTO ST,-122.4037082006,37.7936398004,SS
201909,574,02ND ST,-122.392512202,37.7820737016,SS
201959,425,BRYANT ST,-122.3941482992,37.782527302300004,SS
201960,621,02ND ST,-122.3914782998,37.7814893992,SS
202015,350,05TH ST,-122.4023119991,37.779283097800004,SS
202041,63,BLUXOME ST,-122.39723329780001,37.7764299986,MS
202103,666,BRYANT ST,-122.39969539799999,37.7784066022,SS
202106,714,03RD ST,-122.3924191014,37.778461598700005,SS
202168,181,STILLMAN ST,-122.3982839973,37.7801880975,SS
202178,489,BRANNAN ST,-122.39610499860001,37.7785372984,SS
202192,176,TOWNSEND ST,-122.39221408280001,37.779398121300005,-
202197,620,03RD ST,-122.3938374982,37.779597000100004,SS
202208,649,04TH ST,-122.39520120030001,37.7773977005,-
202249,132,TOWNSEND ST,-122.3914548025,37.7799982977,SS
202270,855,FOLSOM ST,-122.4024968983,37.7808451996,SS
202318,831,HARRISON ST,-122.4005712007,37.779908700700005,SS
202342,837,HARRISON ST,-122.4007214994,37.779790499099995,SS
202364,644,03RD ST,-122.3934052994,37.77925190040001,SS
202449,701,02ND ST,-122.39035939959999,37.78057440270001,-
202476,126,STILLMAN ST,-122.3968761002,37.781395600100005,MS
202499,644,02ND ST,-122.39102289979999,37.7808806998,SS
202503,134,TOWNSEND ST,-122.39149570059999,37.77996599940001,SS
202516,341,04TH ST,-122.4001327157,37.7813232073,-
202526,551,BRYANT ST,-122.39688700219999,37.7803644025,SS
202528,14,BLUXOME ST,-122.39616169940001,37.7774664991,MS
202566,418,05TH ST,-122.40140601620001,37.7785564025,-
202572,405,BRANNAN ST,-122.3944391009,37.7798534025,SS
202597,605,03RD ST,-122.39409191719999,37.780043503,SS
202632,725,03RD ST,-122.39202829790001,37.77839710270001,SS
202685,389,BRANNAN ST,-122.3938741998,37.7802996998,SS
202768,97,TOWNSEND ST,-122.3902363466,37.7807159184,SS
202863,552,BRYANT ST,-122.39714740000002,37.7804165994,SS
202943,137,STILLMAN ST,-122.3971611016,37.7810797979,SS
202953,266,TOWNSEND ST,-122.3944321998,37.7776464027,SS
202986,347,04TH ST,-122.4000932137,37.7812916796,SS
202990,364,04TH ST,-122.39996620049999,37.7809472018,SS
203004,303,05TH ST,-122.40315369860001,37.7801968985,SS
203015,16,TERRY A FRANCOIS BLVD,-122.38919990299999,37.7762409978,SS
203043,0,TERRY A FRANCOIS BLVD,-122.3874462021,37.776022101600006,MS
203064,155,BERRY ST,-122.39233809870001,37.7764755011,SS
203229,369,BERRY ST,-122.3972025418,37.7726577398,SS
203260,48,TERRY A FRANCOIS BLVD,-122.3880260006,37.7763100983,SS
203275,312,TOWNSEND ST,-122.3955082185,37.7768193034,-
203390,504,05TH ST,-122.4001730994,37.7775779002,SS
203412,74,BLUXOME ST,-122.3976524991,37.7763080028,SS
203451,557,TOWNSEND ST,-122.4006971975,37.77242280070001,MS
203472,489,TOWNSEND ST,-122.3992143997,37.7735902992,MS
210274,104,09TH ST,-122.4146380182,37.776048201799995,-
203552,504,TOWNSEND ST,-122.40105851930001,37.772457305100005,MS
203585,535,TOWNSEND ST,-122.4001565229,37.772849178600005,MS
203591,509,TOWNSEND ST,-122.3999128071,37.773041343,MS
203616,228,CHANNEL ST,-122.3923612045,37.7739007656,SS
203648,273,CHANNEL ST,-122.39357077860001,37.77274739,SS
203665,606,LONG BRIDGE ST,-122.39183722610001,37.7732898259,SS
203701,1138,04TH ST,-122.39153958540001,37.7731393191,SS
203726,528,MISSION ROCK ST,-122.3908529407,37.772924125500005,SS
203736,516,MISSION ROCK ST,-122.3904411876,37.77295061820001,SS
203769,1145,04TH ST,-122.3912569117,37.7729268689,SS
203775,535,MISSION ROCK ST,-122.39107563200001,37.772753472199994,SS
203794,814,BRYANT ST,-122.4030293318,37.775769752600006,SS
203796,638,LONG BRIDGE ST,-122.3923208082,37.772906317,SS
203804,207,POST ST,-122.4055455026,37.788600902,SS
203826,109,BLUXOME ST,-122.3982479162,37.775628302,MS
203839,161,BLUXOME ST,-122.3990225159,37.7750253023,MS
203851,373,KING ST,-122.3956811984,37.774711099300006,SS
203868,174,BERRY ST,-122.3929990006,37.7761574023,SS
203880,147,BLUXOME ST,-122.3987281942,37.775254413400006,MS
203896,208,BERRY ST,-122.3938005343,37.7755252381,SS
203898,259,CHANNEL ST,-122.39314435840001,37.773082385100004,SS
203931,147,BLUXOME ST,-122.39878695969999,37.7752086456,MS
203954,366,TOWNSEND ST,-122.3969104186,37.7757161267,MS
203991,84,BLUXOME ST,-122.3978838005,37.776111497399995,-
204034,163,02ND ST,-122.39835999879999,37.7869682972,-
204047,419,SPEAR ST,-122.3888604023,37.7884875004,SS
204054,23,NATOMA ST,-122.39693043049999,37.7886313537,-
204093,148,JESSIE ST,-122.4017156993,37.7874083974,SS
204281,248,BEALE ST,-122.3930062149,37.788789504899995,-
204292,219,POWELL ST,-122.4082021192,37.7868911044,-
204328,22,GEARY ST,-122.40427529780001,37.7879136977,SS
204351,125,GRANT AVE,-122.4052591992,37.78852069830001,MS
204383,333,BEALE ST,-122.3922141974,37.7883979985,-
204385,21,HARRISON ST,-122.38913879889999,37.7889375974,SS
204389,23,GEARY ST,-122.4043516011,37.787799200900004,SS
204392,405,HOWARD ST,-122.3952725024,37.7890065023,SS
204400,406,POWELL ST,-122.40840109969999,37.788593302399995,SS
204470,107,JESSIE ST,-122.40053310219999,37.7882423018,SS
204546,226,BEALE ST,-122.3935659192,37.7892356065,-
204593,104,JESSIE ST,-122.4005211999,37.7883524009,SS
204595,433,SUTTER ST,-122.4082171002,37.789210897800004,SS
204653,61,NATOMA ST,-122.3979254977,37.787847698600004,-
204654,438,SPEAR ST,-122.3888825026,37.7883009975,SS
204687,322,HOWARD ST,-122.39493449940001,37.7894990005,SS
204693,10,GRANT AVE,-122.40486769719999,37.7872310978,MS
204723,146,STEVENSON ST,-122.4013989025,37.7883968976,MS
204732,223,01ST ST,-122.39525810229999,37.7880466011,SS
204831,306,MAIN ST,-122.39167410110001,37.789134102800006,SS
204832,1,02ND ST,-122.4011656006,37.7891992972,MS
204839,231,BEALE ST,-122.39327790000002,37.7892493986,SS
204847,412,SUTTER ST,-122.40744909989999,37.789432101799996,SS
204909,103,KEARNY ST,-122.40377720049999,37.7891049002,MS
204936,1,MONTGOMERY ST,-122.40208790049999,37.7892101993,SS
204955,420,FOLSOM ST,-122.3942310006,37.7876155981,-
205003,235,POST ST,-122.4064219982,37.7884904006,SS
205007,426,HOWARD ST,-122.39594889959999,37.7887001996,SS
205009,416,POST ST,-122.4090849009,37.7882685986,SS
205044,148,NEW MONTGOMERY ST,-122.39916580139999,37.7862869994,SS
205067,310,01ST ST,-122.3941632972,37.7869267006,SS
205069,304,03RD ST,-122.3988430982,37.783593201,SS
205101,8,ELLIS ST,-122.406646298,37.785705602600004,SS
205105,356,02ND ST,-122.3953569976,37.7843481981,SS
205106,430,02ND ST,-122.3944792,37.7836463981,SS
205138,634,FOLSOM ST,-122.3977333006,37.7848511011,SS
205228,669,HOWARD ST,-122.39969000010001,37.785525201700004,SS
205268,357,BRYANT ST,-122.39273609940001,37.783670102100004,-
205335,111,HAWTHORNE ST,-122.39735550030001,37.7843714998,SS
205353,136,BRANNAN ST,-122.3888785017,37.7844863989,SS
205392,106,POWELL ST,-122.4078397192,37.7857738023,-
205430,350,MAIN ST,-122.3905900975,37.788266899899995,-
205511,531,FOLSOM ST,-122.39480765,37.786917318600004,SS
205525,7,HAWTHORNE ST,-122.39901620120001,37.7856816974,SS
205533,108,MINNA ST,-122.3995592983,37.7873773006,SS
205558,567,BEALE ST,-122.3886216019,37.7855155011,SS
205565,537,BEALE ST,-122.3889466018,37.7857750998,SS
205611,577,FOLSOM ST,-122.39637609729999,37.785680602199996,-
205702,80,KAPLAN LN,-122.3989434298,37.7848345073,MS
205746,40,KAPLAN LN,-122.3991250734,37.7849546935,MS
205794,602,FOLSOM ST,-122.3968943724,37.7855138826,MS
205796,635,HARRISON ST,-122.3961750599,37.783371780900005,MS
205877,317,03RD ST,-122.398491902,37.7835557003,SS
205949,43,HAWTHORNE ST,-122.3981250987,37.7849767012,SS
205954,81,KAPLAN LN,-122.3988957144,37.7847922032,-
205978,40,KAPLAN LN,-122.3991942999,37.784957199299996,MS
206039,526,JEFFERSON ST,-122.4213771016,37.807577100500005,SS
206050,1627,UNION ST,-122.42655155770001,37.7981635698,SS
206059,128,HAWTHORNE ST,-122.39707660090001,37.7840073005,SS
206061,1337,COLUMBUS AVE,-122.41927219899999,37.8064634026,SS
206083,120,HAWTHORNE ST,-122.39726950200001,37.784159901500004,SS
206110,1613,UNION ST,-122.4261222982,37.7982181021,SS
206151,463,02ND ST,-122.3938373026,37.783378099000004,SS
206168,2814,JONES ST,-122.41729100209999,37.8075695009,SS
206204,470,02ND ST,-122.39386280040002,37.7831553024,SS
206214,530,BAY ST,-122.41636460059999,37.8053509005,SS
206255,734,BEACH ST,-122.4219191984,37.806549898300005,SS
206260,2520,TAYLOR ST,-122.4152936001,37.80601430020001,SS
206306,729,BEACH ST,-122.4215660018,37.80645440040001,SS
206338,3009,LARKIN ST,-122.4221482982,37.805861699299996,SS
206346,637,NORTH POINT ST,-122.4180227981,37.80595479990001,SS
206447,345,03RD ST,-122.3980890007,37.7832329021,SS
206483,338,BAY ST,-122.41336750030001,37.8057240014,SS
206511,652,EMBARCADERO SOUTH,-122.3884083998,37.782892798,SS
206548,2705,TAYLOR ST,-122.4157276989,37.807487397399996,SS
206553,1541,UNION ST,-122.4254000017,37.7983100013,SS
206598,840,BEACH ST,-122.4237307009,37.80629569750001,-
206671,153,JEFFERSON ST,-122.41535810170001,37.8082150024,SS
206705,623,DELANCEY ST,-122.38953400000001,37.7834826996,SS
206725,2535,TAYLOR ST,-122.4154715982,37.80620269750001,SS
206775,512,JEFFERSON ST,-122.42095330139999,37.8076294986,SS
206778,2902,LEAVENWORTH ST,-122.4190318733,37.8079265566,MS
206784,2510,MASON ST,-122.4138067422,37.8069803038,SS
206797,9,JEFFERSON ST,-122.4127590641,37.8085394623,SS
206886,666,HOWARD ST,-122.39988660040001,37.7855965988,-
206905,2508,TAYLOR ST,-122.415232999,37.805723699699996,SS
206973,2804,LEAVENWORTH ST,-122.418881646,37.8070647878,SS
207030,1610,VALLEJO ST,-122.42414519719999,37.796679201399996,SS
207063,1523,POWELL ST,-122.4106565022,37.7990089011,SS
207077,1756,POWELL ST,-122.41091179819999,37.8010674016,SS
207122,1714,PACIFIC AVE,-122.4238878002,37.794786897399995,SS
207127,2112,VAN NESS AVE,-122.42314480030001,37.7952156988,SS
207174,618,COLUMBUS AVE,-122.4106892978,37.8007614006,-
207217,25,LOMBARD ST,-122.4024548993,37.8040740014,SS
207315,1509,STOCKTON ST,-122.4091611151,37.80000460310001,SS
207350,642,UNION ST,-122.41063440190001,37.8003242006,SS
207356,920,NORTH POINT ST,-122.4228318983,37.80545950210001,SS
207374,16,CHESTNUT ST,-122.4042262972,37.80493780120001,SS
207404,2209,POLK ST,-122.4220988003,37.7971932021,SS
207420,1623,JACKSON ST,-122.4222029985,37.7939885993,SS
207427,1504,SANSOME ST,-122.4033075009,37.80423859960001,SS
207444,1606,STOCKTON ST,-122.4091675018,37.800687997500006,SS
207538,1924,POLK ST,-122.4214438998,37.7947276988,SS
207544,826,COLUMBUS AVE,-122.4130595168,37.8023997927,SS
207554,1514,VALLEJO ST,-122.4224976,37.7968826973,SS
207584,1610,STOCKTON ST,-122.4091798008,37.800747201700005,SS
207609,1633,PACIFIC AVE,-122.4225683992,37.794847599099995,-
207653,2025,VAN NESS AVE,-122.4233532024,37.7946341009,SS
207683,136,GREENWICH ST,-122.4026406982,37.803219701100005,MS
207736,5,FRANCISCO ST,-122.4056604018,37.80560249730001,SS
207753,1512,STOCKTON ST,-122.4090095051,37.7998934178,SS
207770,1618,PACIFIC AVE,-122.4223427674,37.7949841929,SS
207783,2227,GRANT AVE,-122.40909663049999,37.80795343560001,SS
207804,1414,STOCKTON ST,-122.40883460049999,37.7990165007,MS
207860,1610,POWELL ST,-122.4106504002,37.7996847005,SS
207974,1722,MONTGOMERY ST,-122.4052327012,37.805430198900005,SS
208016,1304,POWELL ST,-122.4100227018,37.7966879019,SS
208080,128,EDDY ST,-122.4103612022,37.7842799974,-
208096,220,ELLIS ST,-122.4102571548,37.785247269,SS
208099,964,HOWARD ST,-122.4064185002,37.780435598400004,SS
208128,1039,HARRISON ST,-122.40510520129999,37.776328002,SS
208225,738,BROADWAY,-122.4098581986,37.797550997600005,SS
208241,742,BRANNAN ST,-122.4022859984,37.7739006978,-
208368,436,OFARRELL ST,-122.41263449719999,37.785896100900004,MS
208384,82,MINT ST,-122.40751519959998,37.7824104027,MS
208421,965,MISSION ST,-122.40785049809999,37.7815397018,SS
208485,837,PACIFIC AVE,-122.4095639993,37.796517302199995,SS
208524,328,OFARRELL ST,-122.41065620040001,37.786144602,SS
208528,960,MISSION ST,-122.4079057013,37.7816994999,SS
208598,107,06TH ST,-122.4083579504,37.7808162117,SS
208606,319,MASON ST,-122.4098605008,37.7867452995,SS
208629,1072,HARRISON ST,-122.40603279850001,37.77585559790001,SS
208661,1219,POWELL ST,-122.41008480049999,37.7961095002,SS
208674,421,GEARY ST,-122.41076550049999,37.786972901700004,SS
208718,209,ELLIS ST,-122.4098899101,37.7851680041,SS
208745,320,MASON ST,-122.4097394996,37.7868181997,MS
208799,250,07TH ST,-122.40835839350001,37.777039078600005,SS
208830,1411,POWELL ST,-122.4104081017,37.7977829025,SS
208904,1001,HOWARD ST,-122.40725319799999,37.779550201199996,SS
208917,1302,POWELL ST,-122.41001110120001,37.7966320002,SS
208932,116,CYRIL MAGNIN ST,-122.4087943004,37.785990799699995,SS
208939,107,ELLIS ST,-122.4081409981,37.785396601,SS
208986,986,HOWARD ST,-122.4069306009,37.7800309983,SS
209011,805,BRANNAN ST,-122.40337850569999,37.7727966901,SS
209014,113,08TH ST,-122.4126507022,37.7771697015,SS
209019,346,ELLIS ST,-122.41264449959999,37.784947398,-
209135,203,EDDY ST,-122.4111593996,37.7840583016,SS
209143,1162,HOWARD ST,-122.4109115191,37.776884207200006,SS
209153,211,LEAVENWORTH ST,-122.41420239930001,37.7831655004,SS
209176,1117,MISSION ST,-122.41131059799999,37.778808100999996,SS
209213,15,TAYLOR ST,-122.41075700120001,37.782754301,SS
209225,227,07TH ST,-122.4086700023,37.777530900100004,SS
209335,220,EDDY ST,-122.41167850209999,37.784117198400004,SS
209344,333,09TH ST,-122.41077740280001,37.773214001999996,SS
209345,358,09TH ST,-122.4104042013,37.7726732016,SS
209356,315,TURK ST,-122.4147053973,37.7826532991,SS
209388,9,GOLDEN GATE AVE,-122.41092999809999,37.7821695012,SS
209416,338,TURK ST,-122.4153446012,37.7826966,SS
209423,111,HYDE ST,-122.4156451986,37.7819598977,SS
209434,9,TAYLOR ST,-122.4107258988,37.7826024991,SS
209452,1147,MISSION ST,-122.41197460120001,37.7782839973,SS
209528,236,EDDY ST,-122.4121870992,37.7840526019,SS
209550,206,JONES ST,-122.41237699959999,37.7832253025,SS
209563,339,TURK ST,-122.4154030007,37.7825648979,SS
209600,124,GOLDEN GATE AVE,-122.41302980459999,37.7820407272,SS
209654,252,08TH ST,-122.41049579879999,37.7752051008,SS
209682,28,HYDE ST,-122.4152756014,37.7809134004,-
209693,20,MCALLISTER ST,-122.4128295182,37.7810988975,SS
209704,1203,HOWARD ST,-122.4117098001,37.77602610260001,SS
209713,221,TURK ST,-122.4131082983,37.7828525984,SS
209717,275,08TH ST,-122.41022529799999,37.7752320011,MS
209725,927,BRYANT ST,-122.4048929994,37.7740387981,MS
209728,921,BRYANT ST,-122.404869301,37.774057601500004,MS
209729,919,BRYANT ST,-122.4048609023,37.774064301399996,MS
209771,403,08TH ST,-122.40832877129999,37.773639641500004,SS
209806,1073,HOWARD ST,-122.4088272863,37.77830557500001,MS
209821,131,JONES ST,-122.4124469996,37.782788197399995,SS
209876,327,EDDY ST,-122.41349929729999,37.783761498400004,SS
209930,301,LEAVENWORTH ST,-122.4143477974,37.7838788004,SS
209961,120,LEAVENWORTH ST,-122.413928501,37.7825525989,SS
209972,54,HYDE ST,-122.4152831004,37.780949900799996,-
209976,333,TURK ST,-122.41527450059999,37.7825811979,SS
210024,33,09TH ST,-122.41543799799999,37.7769272019,MS
210071,13,LARKIN ST,-122.4165719018,37.7782022011,MS
210078,1744,CLAY ST,-122.42223800129999,37.7922864974,-
210136,6,09TH ST,-122.41613173510001,37.7772386098,SS
210141,1650,WASHINGTON ST,-122.4207684022,37.7933757984,SS
210173,1818,VAN NESS AVE,-122.4226589014,37.7928060972,SS
210269,117,FULTON ST,-122.4154727996,37.7796061979,MS
199245,227,MAIN ST,-122.3925305025,37.7900238977,SS
210322,718,CALIFORNIA ST,-122.4065802989,37.7924442002,SS
210344,35,09TH ST,-122.41538970149999,37.77688860040001,MS
210364,418,LARKIN ST,-122.4171772988,37.7819815007,SS
210380,113,LARKIN ST,-122.41680766799999,37.77906238,MS
210404,213,LARKIN ST,-122.4169959982,37.780008199499996,SS
210406,338,GOLDEN GATE AVE,-122.4166941994,37.7815690999,SS
210429,18,LARKIN ST,-122.41643960190001,37.778331098,SS
210495,16,08TH ST,-122.4142752995,37.778224402000006,SS
210497,734,CALIFORNIA ST,-122.40704460040001,37.7923867003,SS
210575,1835,VAN NESS AVE,-122.4229525977,37.7926461984,MS
210605,36,HYDE ST,-122.4151395187,37.7802133036,MS
210642,1658,CLAY ST,-122.4208603014,37.792461601,SS
210685,843,SACRAMENTO ST,-122.40749409950001,37.7931665973,SS
210730,1633,WASHINGTON ST,-122.4204137975,37.7933129006,SS
210778,325,GOLDEN GATE AVE,-122.41653252,37.7814535813,SS
210780,1625,POLK ST,-122.4210625009,37.792043399899995,SS
210821,704,CALIFORNIA ST,-122.4061206018,37.7925010015,SS
211021,1345,BUSH ST,-122.4200824999,37.7886528977,-
211037,727,STOCKTON ST,-122.4077221991,37.792846498,SS
211045,1703,SACRAMENTO ST,-122.42110789729999,37.7914123991,SS
211091,1110,BUSH ST,-122.41569382780001,37.7893476679,SS
211127,1021,HYDE ST,-122.4174020008,37.7906501991,SS
211375,827,HYDE ST,-122.417051302,37.78889430210001,SS
211389,1407,POLK ST,-122.42061629860001,37.789839702600005,SS
211466,717,TAYLOR ST,-122.4120640026,37.7893290994,-
211531,1111,BUSH ST,-122.41573681870001,37.7892068063,SS
211559,1623,VAN NESS AVE,-122.42263300129999,37.7910670982,SS
211649,1425,POLK ST,-122.42067990049999,37.7901536998,SS
211698,1613,CALIFORNIA ST,-122.4210762975,37.7904439987,SS
211703,726,BUSH ST,-122.4097245016,37.7901064985,MS
211719,1528,PINE ST,-122.42128149770001,37.7895882008,-
211772,642,PINE ST,-122.407102402,37.7913856999,SS
211776,811,HYDE ST,-122.4169793766,37.7885356485,SS
211815,608,BUSH ST,-122.40748459999999,37.790386700000006,SS
211834,1443,PINE ST,-122.41995420090001,37.7896211025,SS
211842,1444,CALIFORNIA ST,-122.4188471974,37.790893101,SS
211848,1325,POLK ST,-122.4204919,37.7892255996,SS
211910,1413,BUSH ST,-122.42075770139999,37.7885736999,SS
211913,516,POST ST,-122.4106575024,37.7880593025,SS
211935,611,SUTTER ST,-122.4106795021,37.7888986998,SS
211943,812,JONES ST,-122.4135425982,37.789009598,SS
211947,619,BUSH ST,-122.40778749969999,37.7902134013,SS
211950,1030,LARKIN ST,-122.418328799,37.7877073017,SS
211958,1221,POLK ST,-122.42029924170001,37.7882738984,MS
212067,719,LARKIN ST,-122.41791739850001,37.7848514979,SS
212109,811,OFARRELL ST,-122.4184109026,37.7850448013,SS
212115,910,POLK ST,-122.4195355025,37.7853086022,SS
212117,503,TAYLOR ST,-122.4116287974,37.787080799099996,SS
212144,721,ELLIS ST,-122.4184962024,37.7840844979,SS
212151,405,LEAVENWORTH ST,-122.41455840110001,37.7849031025,SS
212177,507,EDDY ST,-122.4161711016,37.7834179019,MS
212195,327,HYDE ST,-122.41609630149999,37.7842117016,SS
212204,931,GEARY ST,-122.41928539770001,37.7858874005,SS
212230,301,HYDE ST,-122.41597679790002,37.7836213027,-
212252,607,LARKIN ST,-122.4176623986,37.7835906026,SS
212278,706,POLK ST,-122.41913909999998,37.7833477006,-
212282,607,ELLIS ST,-122.4164090023,37.7843453986,SS
212304,306,HYDE ST,-122.4158475332,37.7837500603,SS
212352,119,HEMLOCK ST,-122.4207297002,37.7871619024,SS
212377,828,POST ST,-122.41593469840001,37.7874035024,SS
212413,45,MYRTLE ST,-122.4194665027,37.7854281002,SS
212435,507,HYDE ST,-122.41639289790001,37.785656797600005,SS
212444,618,GEARY ST,-122.4139076022,37.7867008028,SS
212479,832,POST ST,-122.41607910180001,37.7873853025,SS
212506,304,HYDE ST,-122.4158368983,37.7836973992,SS
212547,510,GEARY ST,-122.41205359780001,37.786935401,SS
212609,1144,SUTTER ST,-122.4196178016,37.7878820979,SS
212620,642,JONES ST,-122.41324480040001,37.787523101,MS
212664,513,HYDE ST,-122.41642659879999,37.7858267994,SS
212713,809,GEARY ST,-122.41686269799999,37.7861970001,SS
212715,402,LEAVENWORTH ST,-122.41438239790001,37.7848098007,SS
212716,509,HYDE ST,-122.4164042023,37.785713800100005,SS
212810,836,SUTTER ST,-122.41490699879999,37.7884875004,SS
212830,702,ELLIS ST,-122.4179325027,37.7842807014,SS
212890,624,EDDY ST,-122.4183917024,37.7832661,MS
212957,603,HYDE ST,-122.4165556018,37.7864653998,SS
